id,age,gender,course,year,parent_education,weather,study_hours,sleep_hours,travel_time_minutes,attendance,absence_reason
5075,20,female,b.com,3rd year,no formal,cloudy,0.29,4.96,34,0,none
5076,19,male,bba,3rd year,phd,cloudy,1.88,4.66,67,0,festival
5078,23,male,bba,3rd year,high school,rainy,5.75,7.4,87,1,none
5079,21,female,pharmacy,4th year,high school,cold,3.91,8.18,37,0,project work
5080,19,male,bba,2nd year,graduate,rainy,0.76,5.98,85,0,none
5081,21,male,b.com,3rd year,phd,rainy,4.19,9.56,48,1,none
5082,17,male,b.sc,1st year,graduate,sunny,5.88,4.4,63,1,none
5083,20,female,nursing,1st year,phd,cold,3.12,9.71,79,0,no reason
5084,21,male,bba,3rd year,no formal,cloudy,1.56,8.26,56,0,none
5085,19,male,bca,1st year,graduate,hot,3.5,6.31,6,0,personal work
5086,23,female,ba,1st year,no formal,cold,3.7,8.77,88,1,none
5087,18,female,b.com,3rd year,high school,cloudy,2.91,7.33,81,0,festival
5088,18,male,bca,3rd year,graduate,rainy,5.32,8.31,68,0,personal work
5089,21,female,b.com,3rd year,phd,rainy,3.48,4.46,18,0,sick
5090,24,female,pharmacy,2nd year,high school,cloudy,4.14,6.05,83,0,no reason
5092,17,female,nursing,1st year,phd,sunny,2.64,7.48,36,0,none
5094,20,male,b.tech,2nd year,post graduate,rainy,4.25,5.16,13,0,no reason
5095,18,male,b.tech,4th year,phd,rainy,0.89,8.46,53,0,festival
5096,21,female,nursing,3rd year,no formal,cloudy,3.39,7.64,80,1,none
5097,19,male,nursing,3rd year,post graduate,sunny,2.3,8.03,34,0,personal work
5099,19,female,bca,4th year,phd,cloudy,5.07,5.07,74,0,sick
5100,21,female,b.sc,1st year,graduate,sunny,1.17,6.69,35,1,none
5101,21,female,diploma,3rd year,graduate,sunny,2.07,5.9,47,0,project work
5102,18,male,bba,4th year,no formal,cold,3.51,6.66,9,1,none
5103,20,female,bca,1st year,post graduate,rainy,1.81,7.95,85,1,none
5105,22,female,bba,2nd year,phd,cold,3.1,9.82,88,0,no reason
5106,23,female,diploma,4th year,no formal,sunny,2.46,5.68,52,0,none
5107,24,female,diploma,1st year,post graduate,cold,3.9,9.39,26,1,none
5108,19,female,b.sc,3rd year,phd,cold,3.3,6.83,52,1,none
5111,22,female,b.com,4th year,phd,hot,5.53,8.53,10,1,none
5113,17,male,bca,2nd year,no formal,cold,2.1,9.29,56,1,none
5114,18,male,bba,3rd year,post graduate,sunny,5.7,6.15,57,1,none
5115,19,male,pharmacy,1st year,high school,rainy,3.7,6.6,43,1,none
5117,20,female,ba,2nd year,post graduate,sunny,1.66,5.31,59,1,none
5118,23,female,b.sc,1st year,post graduate,cold,1.2,9.14,45,0,travel
5119,17,male,pharmacy,3rd year,phd,cloudy,2.74,9.93,26,1,none
5120,23,female,diploma,1st year,high school,rainy,2.49,5.27,53,0,no reason
5121,21,male,diploma,1st year,phd,cloudy,4.73,6.39,79,0,personal work
5122,21,female,bba,1st year,phd,sunny,1.34,9.47,12,0,personal work
5123,22,female,bba,1st year,high school,sunny,3.61,9.29,51,1,none
5126,18,male,bba,2nd year,phd,cold,5.65,7.81,56,1,none
5128,22,female,bca,4th year,no formal,sunny,5.1,8.66,55,1,none
5129,21,female,bca,4th year,graduate,hot,4.81,8.26,35,1,none
5130,19,female,nursing,2nd year,high school,cold,4.05,9.22,82,0,travel
5131,20,male,b.tech,1st year,graduate,cloudy,0.9,8.56,29,0,festival
5132,20,male,b.com,4th year,graduate,sunny,4.43,8.16,25,1,none
5133,17,female,ba,3rd year,phd,rainy,2.27,6.48,47,1,none
5135,17,female,b.com,3rd year,graduate,rainy,2.64,4.83,40,0,project work
5136,20,female,pharmacy,4th year,no formal,rainy,0.91,4.49,85,0,personal work
5139,24,female,ba,3rd year,graduate,hot,2.58,9.25,20,1,none
5140,20,male,b.com,3rd year,no formal,hot,4.84,5.66,22,1,none
5145,23,female,b.sc,4th year,phd,cold,0.77,7.26,40,0,no reason
5146,20,male,bca,4th year,graduate,rainy,4.57,7.48,40,0,festival
5147,23,male,ba,4th year,post graduate,rainy,5.8,4.93,33,0,project work
5149,21,female,nursing,1st year,phd,rainy,2.71,6.45,21,0,none
5150,18,female,b.sc,2nd year,no formal,rainy,0.15,7.65,42,0,festival
5151,21,female,bca,3rd year,post graduate,hot,5.41,9.18,77,1,none
5153,22,female,ba,1st year,graduate,cloudy,2.49,9.47,61,1,none
5154,23,male,bba,4th year,post graduate,sunny,4.37,7.64,30,1,none
5156,24,female,b.com,3rd year,post graduate,hot,0.55,5.63,64,0,festival
5157,17,male,b.tech,1st year,graduate,cloudy,3.28,4.63,48,0,none
5158,18,male,b.sc,1st year,no formal,cloudy,1.63,8.16,83,0,travel
5159,24,female,nursing,3rd year,high school,sunny,4.04,6.56,44,1,none
5161,17,male,b.tech,3rd year,no formal,cold,4.46,8.91,7,1,none
5162,19,male,ba,4th year,high school,cloudy,2.8,7.96,40,0,personal work
5163,23,male,nursing,3rd year,post graduate,cold,4.91,6.83,40,1,none
5164,19,male,nursing,1st year,no formal,rainy,4.72,9.06,13,0,festival
5165,17,female,pharmacy,4th year,no formal,hot,4.09,7.89,59,1,none
5166,22,male,diploma,2nd year,post graduate,cloudy,0.24,4.06,54,0,festival
5168,19,female,diploma,1st year,high school,cold,3.66,6.88,5,0,personal work
5169,17,female,b.tech,1st year,graduate,sunny,0.79,8.12,84,1,none
5170,21,male,ba,3rd year,phd,hot,1.9,5.73,46,1,none
5171,20,male,bba,1st year,phd,hot,5.93,4.44,38,0,none
5172,23,female,bba,3rd year,high school,cloudy,5.41,4.15,52,1,none
5173,19,male,nursing,3rd year,high school,hot,1.85,7.53,87,0,festival
5174,18,female,pharmacy,1st year,graduate,hot,2.99,6.15,82,0,none
5175,18,female,bba,2nd year,post graduate,cold,0.24,4.22,35,0,project work
5176,18,female,b.tech,1st year,no formal,hot,5.91,8.64,85,1,none
5177,20,female,ba,1st year,graduate,sunny,5.8,7.38,14,1,none
5180,23,male,b.com,4th year,post graduate,hot,0.36,6.76,67,0,personal work
5181,23,female,b.tech,2nd year,no formal,cold,4.85,6.87,55,1,none
5184,23,male,b.sc,4th year,phd,cloudy,0.84,8.89,9,0,sick
5187,17,female,bca,4th year,graduate,cloudy,5.56,4.22,11,1,none
5189,19,female,ba,4th year,post graduate,hot,1.65,4.81,12,0,festival
5195,20,female,pharmacy,3rd year,no formal,hot,4.61,9.94,16,0,project work
5196,24,female,bba,1st year,no formal,cold,2.69,9.69,40,1,none
5197,24,female,bca,1st year,phd,cold,3.59,7.08,16,1,none
5199,24,female,bca,4th year,high school,rainy,0.49,9.1,21,1,none
5200,20,male,diploma,1st year,phd,cold,5.58,9.89,6,1,none
5204,21,male,nursing,4th year,post graduate,rainy,0.81,9.09,80,0,travel
5207,23,male,bca,2nd year,no formal,cold,3.81,7.4,24,0,none
5208,20,male,bca,2nd year,phd,cold,2.7,9.2,75,0,sick
5209,17,male,b.com,4th year,graduate,cloudy,1.59,9.85,56,1,none
5212,20,female,bca,4th year,graduate,cold,0.62,6.41,86,0,festival
5213,21,female,b.sc,2nd year,phd,sunny,3.0,9.29,10,1,none
5214,23,female,diploma,3rd year,no formal,rainy,4.26,8.02,14,0,personal work
5216,23,male,diploma,2nd year,graduate,hot,3.14,8.17,76,0,none
5217,22,male,bba,2nd year,high school,cold,0.71,8.1,89,1,none
5218,17,male,bca,3rd year,graduate,sunny,1.01,6.06,27,0,none
5220,19,female,b.tech,2nd year,phd,sunny,5.53,4.25,27,1,none
5223,23,male,b.tech,3rd year,phd,cold,5.89,4.56,64,0,no reason
5225,20,male,ba,1st year,no formal,sunny,5.51,8.79,88,1,none
5229,19,male,diploma,2nd year,no formal,sunny,3.2,4.44,88,0,project work
5232,19,male,b.tech,3rd year,no formal,hot,1.56,6.79,83,1,none
5233,18,female,bba,2nd year,graduate,sunny,4.86,4.27,7,1,none
5235,23,female,bba,2nd year,high school,rainy,0.64,5.8,53,0,festival
5236,21,female,bba,1st year,no formal,sunny,2.72,4.42,25,0,project work
5237,23,male,b.tech,3rd year,high school,rainy,4.15,9.44,54,1,none
5238,24,female,b.tech,2nd year,high school,cold,2.9,5.02,23,1,none
5240,19,female,ba,1st year,post graduate,hot,3.14,6.24,19,1,none
5244,19,female,diploma,4th year,high school,rainy,4.6,6.3,12,0,sick
5246,21,male,nursing,1st year,graduate,rainy,1.68,9.31,50,0,no reason
5247,24,female,b.tech,1st year,post graduate,cold,0.27,8.66,25,1,none
5248,24,male,pharmacy,2nd year,post graduate,rainy,1.67,7.88,59,0,travel
5251,20,female,b.tech,1st year,graduate,rainy,1.54,6.97,71,1,none
5252,22,female,bba,2nd year,high school,sunny,0.15,8.5,18,0,personal work
5253,21,female,ba,4th year,post graduate,rainy,2.29,4.53,55,0,project work
5255,19,male,bba,3rd year,no formal,hot,0.76,9.92,30,0,personal work
5257,19,male,ba,4th year,post graduate,rainy,4.92,6.67,27,0,project work
5258,22,male,ba,2nd year,post graduate,hot,4.91,9.11,81,1,none
5261,17,female,bba,4th year,high school,rainy,2.55,4.69,88,0,festival
5262,21,female,nursing,3rd year,no formal,cloudy,3.1,5.01,29,1,none
5267,22,female,b.com,3rd year,phd,hot,2.01,8.15,87,1,none
5268,22,male,b.tech,3rd year,post graduate,cloudy,0.83,6.74,83,0,festival
5269,21,male,bba,1st year,no formal,cold,4.61,8.37,70,0,travel
5270,18,female,pharmacy,2nd year,graduate,sunny,2.7,8.56,5,1,none
5271,20,female,b.com,2nd year,no formal,rainy,2.72,8.58,10,0,project work
5273,20,male,ba,4th year,post graduate,hot,5.2,6.98,42,1,none
5277,23,female,ba,2nd year,graduate,cloudy,3.3,7.4,7,0,sick
5278,20,male,b.com,4th year,no formal,cloudy,2.84,4.25,48,1,none
5279,18,female,nursing,4th year,phd,hot,4.11,8.49,61,1,none
5280,22,female,b.com,1st year,no formal,cloudy,4.12,4.72,80,1,none
5281,22,female,nursing,1st year,phd,hot,1.52,7.81,24,0,personal work
5282,23,female,b.tech,3rd year,phd,cloudy,1.17,8.88,18,1,none
5283,23,female,ba,4th year,no formal,cold,2.48,7.62,43,0,none
5284,24,female,b.com,3rd year,no formal,cold,4.29,4.79,51,1,none
5285,21,male,bba,4th year,no formal,rainy,5.26,6.8,45,1,none
5286,19,female,diploma,3rd year,phd,hot,1.76,7.0,5,0,travel
5287,23,male,pharmacy,1st year,no formal,cold,0.55,7.06,48,0,travel
5288,19,female,diploma,1st year,post graduate,sunny,2.09,6.06,43,0,festival
5289,19,female,bba,1st year,phd,hot,4.89,9.79,11,1,none
5292,19,female,pharmacy,4th year,no formal,rainy,2.12,8.81,31,0,none
5293,22,male,diploma,1st year,phd,sunny,2.89,5.99,64,1,none
5295,23,male,b.com,4th year,post graduate,cloudy,5.53,4.12,53,1,none
5296,17,male,b.com,4th year,high school,hot,2.55,4.29,12,1,none
5297,22,male,b.com,2nd year,post graduate,cloudy,5.88,6.66,5,1,none
5299,23,female,b.sc,2nd year,no formal,cloudy,5.12,5.55,86,1,none
5300,17,male,nursing,1st year,graduate,rainy,5.45,7.32,50,1,none
5301,24,male,nursing,3rd year,no formal,hot,3.55,5.08,40,0,sick
5302,18,female,bba,4th year,post graduate,sunny,4.38,7.39,82,0,festival
5304,18,female,b.com,1st year,phd,rainy,5.59,8.03,28,1,none
5305,23,male,diploma,2nd year,graduate,hot,0.06,6.72,87,0,no reason
5306,20,female,diploma,4th year,phd,hot,1.75,8.26,54,1,none
5307,22,female,bba,3rd year,phd,sunny,1.48,7.79,5,0,festival
5308,17,male,bca,1st year,graduate,cloudy,0.05,6.96,70,1,none
5309,20,male,nursing,2nd year,high school,rainy,5.92,4.69,23,0,none
5310,24,male,diploma,2nd year,no formal,cloudy,1.39,7.36,64,1,none
5311,24,female,diploma,1st year,post graduate,sunny,2.24,4.32,51,0,none
5312,18,male,b.com,2nd year,high school,cloudy,1.93,4.38,21,1,none
5313,20,male,b.tech,4th year,graduate,cold,5.49,5.37,26,1,none
5314,20,male,bba,1st year,phd,rainy,5.93,4.41,30,1,none
5316,21,female,ba,3rd year,high school,sunny,5.93,7.36,7,1,none
5318,23,female,pharmacy,2nd year,post graduate,rainy,5.05,7.64,57,0,project work
5319,18,male,nursing,3rd year,phd,cloudy,5.28,4.61,68,1,none
5320,19,male,diploma,3rd year,phd,sunny,2.34,8.49,50,1,none
5322,22,female,ba,4th year,graduate,cold,1.38,8.68,78,1,none
5323,20,male,bba,1st year,graduate,sunny,2.84,7.99,64,1,none
5324,24,female,ba,1st year,no formal,cloudy,4.22,8.97,63,0,festival
5325,20,female,nursing,4th year,post graduate,cloudy,5.65,8.36,86,1,none
5326,21,male,pharmacy,3rd year,phd,rainy,2.41,4.42,49,0,personal work
5328,18,male,diploma,3rd year,high school,rainy,1.02,8.03,64,0,festival
5329,20,male,b.tech,4th year,phd,cloudy,2.99,8.01,9,1,none
5331,23,female,nursing,4th year,graduate,rainy,0.85,7.89,18,0,travel
5332,20,male,diploma,3rd year,high school,cloudy,4.37,8.01,89,0,travel
5333,24,male,bba,3rd year,graduate,cloudy,3.12,9.05,57,0,personal work
5334,21,female,b.sc,3rd year,phd,cold,4.4,5.55,6,1,none
5336,22,male,pharmacy,3rd year,post graduate,rainy,0.99,7.25,48,1,none
5337,21,female,ba,1st year,phd,sunny,1.52,8.81,68,1,none
5338,20,female,nursing,4th year,no formal,cloudy,3.8,6.17,88,0,sick
5341,21,male,b.com,3rd year,post graduate,cold,0.61,9.24,82,0,personal work
5342,21,female,bba,2nd year,graduate,cloudy,1.25,7.47,13,1,none
5344,19,female,bca,1st year,post graduate,cloudy,2.45,9.81,54,0,festival
5345,20,male,b.sc,1st year,phd,rainy,4.19,8.09,79,0,no reason
5346,20,male,bba,4th year,no formal,hot,1.5,8.52,62,1,none
5347,20,female,diploma,3rd year,no formal,cold,3.93,4.81,37,1,none
5349,21,male,b.com,1st year,no formal,hot,2.83,7.67,44,1,none
5350,18,male,bca,4th year,high school,cloudy,5.93,6.75,89,0,project work
5351,21,male,b.com,2nd year,graduate,rainy,4.72,6.98,78,1,none
5352,17,female,nursing,2nd year,graduate,sunny,2.48,9.21,61,1,none
5353,20,male,ba,3rd year,post graduate,cold,2.09,4.11,68,0,sick
5354,23,male,diploma,3rd year,graduate,cloudy,4.94,9.05,86,1,none
5355,23,female,ba,1st year,no formal,hot,2.04,9.4,45,1,none
5357,22,male,bca,1st year,high school,cloudy,2.9,5.98,57,1,none
5358,17,female,bca,3rd year,no formal,hot,3.2,9.5,35,0,sick
5359,19,female,diploma,1st year,post graduate,cold,1.82,6.35,5,0,personal work
5363,23,male,ba,4th year,no formal,cold,0.34,9.84,43,0,sick
5365,18,male,bba,1st year,high school,cold,4.29,8.77,43,1,none
5367,21,male,b.sc,3rd year,post graduate,cold,2.38,5.72,87,0,personal work
5368,22,male,nursing,1st year,no formal,cloudy,3.58,7.47,23,1,none
5369,19,male,bba,1st year,no formal,rainy,1.06,9.05,16,1,none
5370,23,male,bba,4th year,phd,cloudy,0.55,5.74,38,1,none
5371,22,female,nursing,3rd year,no formal,cloudy,4.51,5.38,44,0,none
5372,19,female,bba,2nd year,high school,sunny,4.14,9.2,18,1,none
5374,22,male,bca,4th year,no formal,rainy,5.18,9.32,51,1,none
5375,22,male,pharmacy,4th year,post graduate,cloudy,1.62,9.02,78,1,none
5376,18,male,b.com,1st year,high school,cloudy,1.85,5.14,27,0,travel
5377,19,male,b.sc,3rd year,graduate,hot,3.05,8.59,32,0,project work
5379,21,female,diploma,3rd year,graduate,cloudy,5.35,6.82,37,1,none
5380,18,male,b.tech,2nd year,high school,sunny,3.41,9.13,46,1,none
5381,24,male,diploma,1st year,post graduate,rainy,3.73,6.87,66,1,none
5383,20,female,diploma,4th year,graduate,cloudy,0.77,8.41,28,0,travel
5384,17,male,b.sc,3rd year,no formal,hot,2.76,4.39,79,1,none
5386,18,male,ba,2nd year,graduate,rainy,2.28,5.63,19,1,none
5387,24,male,b.tech,3rd year,post graduate,cold,1.68,8.66,14,1,none
5389,23,female,diploma,4th year,no formal,cloudy,2.47,4.09,23,1,none
5390,18,male,bca,4th year,no formal,hot,1.52,8.94,49,0,no reason
5392,23,male,diploma,4th year,phd,sunny,1.38,9.73,7,1,none
5394,21,female,pharmacy,1st year,graduate,cold,2.73,8.49,37,1,none
5399,23,female,pharmacy,2nd year,phd,sunny,3.5,6.71,7,1,none
5400,23,male,ba,3rd year,no formal,hot,3.67,7.84,62,0,personal work
5401,22,female,b.com,2nd year,graduate,sunny,4.24,9.77,13,1,none
5402,22,female,b.tech,3rd year,post graduate,cloudy,4.42,7.81,77,1,none
5404,17,male,b.com,3rd year,no formal,rainy,2.1,6.35,64,0,personal work
5406,22,female,b.sc,1st year,no formal,cloudy,0.56,5.57,52,1,none
5408,21,female,diploma,4th year,phd,cloudy,0.07,4.46,87,1,none
5409,22,female,diploma,3rd year,phd,hot,2.95,9.35,74,1,none
5410,17,male,b.tech,3rd year,no formal,rainy,3.82,6.17,73,0,festival
5412,21,male,bba,1st year,high school,rainy,0.81,5.89,86,0,travel
5413,24,male,bca,1st year,graduate,sunny,0.89,8.45,62,0,none
5414,19,female,nursing,3rd year,phd,sunny,0.53,9.23,67,0,travel
5415,18,male,b.com,2nd year,phd,hot,0.66,6.07,45,0,no reason
5417,18,female,b.tech,4th year,post graduate,rainy,3.85,7.83,31,1,none
5418,21,male,bba,4th year,no formal,hot,2.15,8.83,64,0,project work
5419,22,male,b.com,1st year,graduate,cloudy,2.15,7.88,43,0,personal work
5420,23,male,b.sc,2nd year,graduate,cloudy,5.22,7.29,71,0,no reason
5421,24,female,bca,1st year,graduate,rainy,3.76,8.61,64,0,sick
5422,17,female,b.sc,1st year,phd,rainy,0.99,8.93,87,0,personal work
5423,18,male,pharmacy,3rd year,post graduate,rainy,5.34,7.21,85,1,none
5425,18,female,b.tech,1st year,graduate,hot,1.39,6.39,79,1,none
5426,23,female,bba,3rd year,graduate,rainy,4.91,4.7,18,1,none
5427,18,female,ba,2nd year,graduate,cloudy,2.47,5.02,35,1,none
5428,17,female,bca,4th year,high school,cold,5.73,5.47,84,1,none
5429,23,male,diploma,3rd year,post graduate,sunny,4.57,7.75,72,0,festival
5431,18,male,bca,2nd year,no formal,cold,4.65,6.71,32,1,none
5432,19,male,diploma,1st year,graduate,sunny,1.48,5.33,29,1,none
5433,21,female,bca,4th year,post graduate,hot,5.04,5.43,12,1,none
5436,20,male,diploma,3rd year,no formal,hot,1.38,4.24,50,0,none
5437,17,female,b.com,3rd year,post graduate,cold,3.79,6.33,45,0,personal work
5438,20,female,nursing,1st year,phd,cloudy,1.31,7.27,10,0,travel
5439,21,male,bba,4th year,high school,cloudy,0.57,8.67,66,0,personal work
5441,21,male,ba,2nd year,graduate,rainy,5.08,7.41,63,1,none
5442,24,male,bca,4th year,no formal,rainy,0.8,4.98,70,1,none
5443,23,male,diploma,1st year,high school,hot,4.52,5.12,60,1,none
5445,19,male,b.sc,3rd year,high school,sunny,1.81,9.89,71,0,sick
5448,20,male,pharmacy,3rd year,phd,sunny,2.21,6.46,7,1,none
5449,18,male,pharmacy,2nd year,graduate,sunny,5.17,5.45,14,1,none
5451,22,male,bba,2nd year,graduate,cold,3.26,8.63,76,0,no reason
5452,23,female,bba,1st year,phd,cloudy,0.4,9.73,16,1,none
5454,19,male,ba,1st year,graduate,rainy,0.05,8.2,21,1,none
5455,18,female,pharmacy,1st year,no formal,hot,3.01,5.43,44,0,sick
5456,18,female,bca,3rd year,high school,cloudy,4.6,9.57,89,0,no reason
5457,20,female,b.com,2nd year,high school,cold,2.72,7.36,32,1,none
5459,24,female,diploma,4th year,graduate,sunny,4.52,4.36,71,1,none
5460,24,male,pharmacy,1st year,graduate,cold,5.59,9.94,55,0,festival
5462,22,female,ba,1st year,no formal,sunny,4.34,7.86,18,0,festival
5463,19,male,nursing,3rd year,high school,cold,2.53,5.2,68,0,sick
5464,18,female,b.com,1st year,post graduate,cloudy,1.83,7.73,86,1,none
5465,21,male,b.sc,2nd year,high school,cloudy,1.61,4.21,20,0,sick
5466,17,female,ba,4th year,graduate,cloudy,4.75,5.75,70,0,none
5468,21,male,bba,3rd year,post graduate,hot,3.6,9.64,76,0,project work
5472,23,female,b.tech,2nd year,no formal,sunny,0.28,7.83,86,1,none
5473,18,male,b.com,4th year,no formal,sunny,4.73,4.98,6,1,none
5474,17,male,b.sc,1st year,high school,hot,2.84,4.9,71,0,project work
5476,19,female,ba,2nd year,post graduate,cold,3.44,8.11,24,0,project work
5477,22,female,b.tech,4th year,graduate,cloudy,4.77,7.65,33,1,none
5483,23,male,bba,4th year,no formal,cloudy,3.18,5.37,89,1,none
5484,21,male,b.sc,1st year,post graduate,sunny,0.88,5.32,13,1,none
5485,18,male,pharmacy,1st year,graduate,cloudy,5.63,7.6,10,1,none
5486,18,female,b.com,1st year,post graduate,cold,1.17,8.12,13,0,none
5487,23,female,diploma,4th year,phd,sunny,4.31,8.81,51,0,project work
5491,23,male,bba,2nd year,high school,sunny,5.03,8.31,81,0,personal work
5495,18,female,bca,3rd year,phd,sunny,4.79,9.56,14,1,none
5497,20,female,ba,4th year,graduate,hot,2.39,8.44,78,0,no reason
5498,24,male,pharmacy,4th year,post graduate,rainy,5.21,6.87,18,1,none
5499,17,female,b.sc,4th year,graduate,cold,4.51,7.22,36,1,none
5500,24,male,bba,2nd year,phd,hot,0.42,4.25,5,0,sick
5502,17,male,b.com,3rd year,high school,sunny,4.28,4.16,71,1,none
5503,22,male,diploma,4th year,high school,rainy,4.33,8.47,50,1,none
5504,21,female,nursing,4th year,post graduate,cold,3.58,7.91,19,1,none
5505,23,female,b.com,2nd year,graduate,hot,2.27,5.96,36,0,personal work
5506,17,female,pharmacy,4th year,high school,cloudy,5.28,8.55,9,1,none
5507,17,male,bba,2nd year,phd,rainy,2.6,9.16,32,0,personal work
5508,21,female,b.com,4th year,no formal,cold,2.17,4.47,76,0,personal work
5510,20,male,b.com,2nd year,high school,cold,5.1,9.5,5,1,none
5512,24,male,b.com,1st year,phd,cold,4.15,6.41,48,1,none
5513,23,male,ba,3rd year,phd,rainy,4.41,5.22,46,0,project work
5515,22,male,nursing,2nd year,high school,sunny,4.24,4.69,74,0,none
5516,21,female,diploma,2nd year,no formal,hot,2.19,9.45,42,1,none
5517,22,female,bba,3rd year,phd,cold,0.1,5.63,52,0,travel
5518,21,female,diploma,4th year,high school,sunny,4.59,5.56,79,1,none
5519,21,female,ba,4th year,high school,sunny,3.51,5.59,72,0,festival
5520,20,female,b.com,2nd year,high school,hot,5.43,5.83,63,1,none
5522,23,female,b.sc,4th year,phd,rainy,0.31,5.71,74,0,personal work
5523,24,female,pharmacy,2nd year,high school,hot,4.26,9.78,58,1,none
5525,17,female,nursing,2nd year,high school,sunny,5.86,5.45,61,1,none
5529,17,female,ba,2nd year,phd,cloudy,1.31,8.89,88,0,none
5530,21,female,bba,2nd year,graduate,cold,2.49,5.47,11,0,festival
5531,24,male,bca,4th year,post graduate,sunny,2.55,8.92,80,1,none
5532,21,male,pharmacy,2nd year,graduate,cold,5.42,8.89,89,1,none
5533,20,male,nursing,2nd year,post graduate,cold,0.16,7.35,89,0,personal work
5534,17,female,b.com,1st year,phd,cold,3.91,5.15,62,0,festival
5535,22,male,pharmacy,4th year,phd,hot,2.1,6.03,37,0,travel
